TOMO 09 — COLECCIONABLES

Cabezones, revistas, holocintas, notas, llaves, terminales y objetos únicos.

Edición 5.1 — Versión refinada para lectura de libro

Nota editorial: esta versión conserva la información útil de las iteraciones anteriores, unifica fichas heredadas bajo IDs maestros y retira del cuerpo principal títulos técnicos repetidos, separadores visuales y marcas internas de trabajo. Las fuentes, alias y notas de trazabilidad no se pierden: se conservan en apéndice cuando corresponde.
## Validación final de coleccionables

Los coleccionables se publican con tres estados posibles: validado, operativo de mesa o pendiente de validación fina. No se inventan nombres oficiales cuando no estén confirmados.

| Estado | Uso en libro |
|---|---|
| Validado | aparece como ficha canónica completa |
| Operativo de mesa | puede usarse como pista, llave, nota o terminal sin nombre oficial |
| Pendiente | se conserva para revisión, no se elimina |

### Uso jugable
Un coleccionable debe indicar al menos: ID COL, tipo, ubicación U, subzona o punto físico, uso, riesgo, recompensa y cruce con misión/facción si aplica.

TOMO 09 — COLECCIONABLES: USO JUGABLE Y PISTAS

1. TIPO DE USO JUGABLE
Cada COL debe clasificarse como minimo en uno de estos usos:
- Bonus: entrega efecto mecanico.
- Pista: abre informacion o ruta.
- Lore: aporta contexto sin efecto directo.
- Mision: requerido para avanzar o cerrar objetivo.
- Llave/Acceso: abre puerta, terminal, caja, ruta o subzona.
- Recompensa: objeto unico, revista, cabezon, holocinta o documento valioso.

2. CUANDO UN COLECCIONABLE NO TIENE NOMBRE OFICIAL VALIDADO
No inventar nombre canonico. Usar:
COL-xxxx — Registro operativo de mesa
Nombre oficial: REQUIERE_VALIDACION
Ubicacion: U-xxxx si existe
Subzona: segun Tomo 06
Uso: pista/lore/mision/llave/recompensa

3. TERMINALES, NOTAS Y HOLOCINTAS EN MISIONES
Si una mision pide un registro, usar Tomo 09 como fuente de ID. Si no existe ficha, crear alias pendiente en vez de usar ID de bestiario, arma o ubicacion.


Criterio aplicado:
- No se elimina ninguna ficha COL previa; este bloque añade una capa operativa para los pendientes detectados en I4.6.
- Tomo 01 y Tomo 10 permanecen intactos y fuera de esta entrega.
- Las entradas de esta sección se derivan del mapa táctico textual del Tomo 06: ubicación U, subzona, terminal/objeto, AP e interacción.
- Cuando el Atlas dice 'holocinta/nota/entrada posible', el nombre es operativo y no canónico; no se inventa un nombre oficial de lore.
- Si más adelante se valida el nombre oficial de una holocinta, nota, llave o terminal, se reemplaza el nombre operativo conservando el ID COL como alias.
- AP significa siempre Puntos de Acción.

### Tabla operativa I4.7
| ID | Tipo operativo | Nombre operativo / estado | Ubicación Tomo 06 | ID U | Subzona exacta | Soporte / interacción | AP recomendado | Estado |
- Estado editorial: Ficha mínima operativa creada desde tabla existente; ID U validado contra Tomo 06 sin inventar subzona ni contenedor.

### COL-0018 — Sigilo
- Tipo: Cabezón.
- Ubicación: Dunwich Borers.
- ID Tomo 06: U-0085 — Dunwich Borers.
- Subzona / punto físico: Zona profunda.
- Contenedor / soporte: REQUIERE REVISIÓN MANUAL si el Tomo 06 no lo especifica.
- Requisito: Acceso a la ubicación; validar combate, cerradura, terminal o misión según Tomo 06/Tomo 02.
- Riesgo: Usar riesgo de ubicación del Tomo 06.
- Efecto: Mejor sigilo.
- Cruce Tomo 02: Solo si una misión lo requiere o atraviesa la ubicación.
- Cruce Tomo 06: Ubicación `U-0085 — Dunwich Borers` validada contra Tomo 06; subzona/contenedor exacto requiere validación fina si no aparece en el Atlas.
- Estado editorial: Ficha mínima operativa creada desde tabla existente; ID U validado contra Tomo 06 sin inventar subzona ni contenedor.

### COL-0019 — Conversación
- Tipo: Cabezón.
- Ubicación: Vault 114 / Park Street Station.
- ID Tomo 06: U-0207 — Vault 114; acceso asociado a U-0221 — Park Street station.
- Subzona / punto físico: Oficina supervisor.
- Contenedor / soporte: REQUIERE REVISIÓN MANUAL si el Tomo 06 no lo especifica.
- Requisito: Acceso a la ubicación; validar combate, cerradura, terminal o misión según Tomo 06/Tomo 02.
- Riesgo: Usar riesgo de ubicación del Tomo 06.
- Efecto: Mejor diálogo.
- Cruce Tomo 02: Solo si una misión lo requiere o atraviesa la ubicación.
- Cruce Tomo 06: Ubicación `U-0207 — Vault 114; acceso asociado a U-0221 — Park Street station` validada contra Tomo 06; subzona/contenedor exacto requiere validación fina si no aparece en el Atlas.
- Estado editorial: Ficha mínima operativa creada desde tabla existente; ID U validado contra Tomo 06 sin inventar subzona ni contenedor.

### COL-0020 — Desarmado
- Tipo: Cabezón.
- Ubicación: Atom Cats Garage.
- ID Tomo 06: U-0171 — Atom Cats garage.
- Subzona / punto físico: Sobre coche oxidado.
- Contenedor / soporte: REQUIERE REVISIÓN MANUAL si el Tomo 06 no lo especifica.
- Requisito: Acceso a la ubicación; validar combate, cerradura, terminal o misión según Tomo 06/Tomo 02.
- Riesgo: Usar riesgo de ubicación del Tomo 06.
- Efecto: Daño sin armas.
- Cruce Tomo 02: Solo si una misión lo requiere o atraviesa la ubicación.
- Cruce Tomo 06: Ubicación `U-0171 — Atom Cats garage` validada contra Tomo 06; subzona/contenedor exacto requiere validación fina si no aparece en el Atlas.
- Estado editorial: Ficha mínima operativa creada desde tabla existente; ID U validado contra Tomo 06 sin inventar subzona ni contenedor.


### Estado del mapeo de cabezones I4.2
- Los 20 cabezones `COL-0001` a `COL-0020` ya tienen ID maestro `U-xxxx` cuando la ubicación fue encontrada en Tomo 06.
- Los campos de subzona, contenedor o soporte físico se conservan como validación fina pendiente si el Atlas no los detalla.
- No se elimina la tabla original ni los encabezados antiguos; quedan como referencia editorial.

### Regla para revistas, holocintas, notas, llaves y terminales
Las series o categorías existentes no se eliminan. En la siguiente pasada deben dividirse en entradas individuales con `COL-xxxx`, ubicación `U-xxxx`, subzona exacta, requisito, riesgo y efecto.


Criterio V3:
- No se elimina contenido del Tomo 01, Tomo 02 ni Tomo 10.
- Tomo 01 conserva reglas core; se ajusta por notas de alineación, no por recorte.
- Tomo 02 conserva todas las misiones, entradas locales, referencias reconstruidas y contenido pendiente de reclasificación; nada se borra sin validación manual.
- Tomo 10 conserva reglas de supervivencia y referencias recuperadas; los contenidos fuera del juego base se tratan como referencia/apéndice, no como pérdida de reglas.
- Los demás tomos quedan alineados al canon global de cruce: Tomo 03 estadísticas, Tomo 04 armas, Tomo 05 equipo, Tomo 06 ubicaciones/mapas, Tomo 07 asentamientos, Tomo 08 facciones y Tomo 09 coleccionables.
- Cualquier contenido dudoso debe marcarse como “requiere revisión” antes de moverse o separarse en tomo/apéndice de expansión.

ROL V3 DEL TOMO 09: coleccionables, cabezones, revistas, holocintas, notas, llaves, terminales y objetos únicos.

CANON GLOBAL DE CRUCE ENTRE TOMOS — EDICIÓN AJUSTADA
Alcance V3 de esta colección: Fallout 4 juego base como núcleo principal. Si este tomo conserva contenido DLC, Creation Club o referencias no base, debe marcarse para apéndice o tomo de expansión, no mezclarse con la regla base.

Reglas compartidas entre tomos:
- AP significa siempre Puntos de Acción. No usar PA para acciones.
- Zona significa ubicación, punto de interés, interior, exterior, edificio, cueva, vault, tramo de ruta o área jugable completa.
- Ruta significa cadena de zonas conectadas.
- Ubicación significa lugar físico consultable en el Tomo 06.
- Subzona significa elemento interno explorable: sala, calle, casa, puente, pasillo, azotea, patio, túnel, garaje, muelle, escalera, zona de cobertura o sector de combate.
- Enemigo propio de misión: se define en Tomo 02 y sus estadísticas se consultan en Tomo 03.
- Enemigo normal de ubicación: se define en Tomo 06 y sus estadísticas se consultan en Tomo 03.
- Asentamiento: Tomo 06 lo describe como mapa/ubicación explorable; Tomo 07 lo desarrolla como sistema construible, población, defensa, recursos y economía.
- Bioma, clima y hora: Tomo 06 los explica como lectura básica del entorno; Tomo 10 contiene las reglas avanzadas de supervivencia.
- Coleccionable: Tomo 09 es la fuente principal; Tomo 06 indica su punto físico exacto si forma parte del mapa; Tomo 02 solo lo menciona si es requerido por una misión.
- Facción: Tomo 08 es la fuente política y de reputación; Tomo 02 usa facciones en misiones; Tomo 06 en territorios; Tomo 03 en enemigos/NPC.

Lista canónica básica de climas del juego base para Tomo 01, 06 y 10:
Soleado; Despejado templado; Nublado; Viento fuerte; Polvo / ceniza; Lluvia ligera; Lluvia fuerte; Niebla ligera; Niebla densa; Calor extremo; Frío extremo; Tormenta de nieve; Tormenta eléctrica; Tormenta radiactiva.

ROL DE ESTE TOMO EN EL CRUCE GLOBAL:
Este tomo es la fuente única de coleccionables, notas, holocintas, terminales, llaves y objetos de colección del juego base.

Biomas oficiales de supervivencia usados como etiqueta de lectura de entorno:
Desierto / yermo seco; Bosque templado; Bosque boreal; Tundra / zona fría; Bioma acuático; Pantano; Mar Resplandeciente; Urbano; Costa; Rural; Subterráneo.


Criterio aplicado en esta iteración:
- Tomo 01 y Tomo 10 quedan intactos. No se modifica su texto, reglas ni orden interno.
- Este tomo se ajusta para alinearse con Tomo 01 como regla core y Tomo 10 como supervivencia avanzada, sin duplicarlos.
- No se elimina información: lo dudoso se conserva como referencia, alias o apéndice de revisión.
- Se refuerzan IDs, cruces, separación base/DLC/Creation Club/cortado/local y uso correcto de AP como Puntos de Acción.
- Las fichas principales conservan su contenido; los ajustes nuevos son capas de normalización editorial y jugable.

## Ajuste específico del Tomo 09 — Coleccionables

Estado después del ajuste: el Tomo 09 queda marcado como fuente principal de coleccionables, pero requiere expansión operativa. No debe depender de que el Tomo 06 contenga toda la información del objeto; Tomo 06 solo debe indicar punto físico exacto.

### Tipos oficiales de coleccionable
- Cabezón.
- Revista.
- Holocinta.
- Nota.
- Llave.
- Terminal.
- Objeto único.
- Alijo especial.
- Secreto ambiental.

### Ficha obligatoria de coleccionable
Cada entrada debe tener:
| Campo | Uso correcto |
|---|---|
| ID | `COL-xxxx`. |
| Tipo | Cabezón, revista, holocinta, nota, llave, terminal, objeto único, alijo o secreto. |
| Nombre | Nombre oficial y traducción si aplica. |
| Ubicación | ID `U-xxxx` del Tomo 06. |
| Subzona | Sala, escritorio, caja fuerte, terminal, contenedor, cadáver, mesa, estante, alijo o ruta exacta. |
| Requisito | Llave, terminal, ganzúa, misión, facción, combate, clima o ninguno. |
| Riesgo | Bajo, medio, alto o letal. |
| Efecto | Perk, información, misión, llave, acceso, lore o recompensa. |
| Cruce | Tomo 02 si es requerido por misión; Tomo 06 por punto físico; Tomo 08 si pertenece a facción. |

### Índice preliminar I4 de entradas detectadas por encabezado
| ID propuesto | Entrada detectada | Estado | Ubicación | Punto exacto |
|---|---|---|---|---|
| IDX-COLEC-0001 (no operativo; no usar como ID COL) | ÍNDICE OPERATIVO | Requiere ficha completa | U-xxxx pendiente | SZ/contenedor pendiente |
| IDX-COLEC-0002 (no operativo; no usar como ID COL) | RUTA GENERAL DE COLECCIÓN | Requiere ficha completa | U-xxxx pendiente | SZ/contenedor pendiente |
| IDX-COLEC-0003 (no operativo; no usar como ID COL) | BOBBLEHEADS / CABEZONES | Requiere ficha completa | U-xxxx pendiente | SZ/contenedor pendiente |
| IDX-COLEC-0004 (no operativo; no usar como ID COL) | REVISTAS CON EFECTO | Requiere ficha completa | U-xxxx pendiente | SZ/contenedor pendiente |
| IDX-COLEC-0005 (no operativo; no usar como ID COL) | HOLOCINTAS | Requiere ficha completa | U-xxxx pendiente | SZ/contenedor pendiente |
| IDX-COLEC-0006 (no operativo; no usar como ID COL) | MINIJUEGOS ROBCO FUN | Requiere ficha completa | U-xxxx pendiente | SZ/contenedor pendiente |
| IDX-COLEC-0007 (no operativo; no usar como ID COL) | NOTAS, DOCUMENTOS Y TERMINALES | Requiere ficha completa | U-xxxx pendiente | SZ/contenedor pendiente |
| IDX-COLEC-0008 (no operativo; no usar como ID COL) | CRUCES CON OTROS TOMOS | Requiere ficha completa | U-xxxx pendiente | SZ/contenedor pendiente |
| IDX-COLEC-0009 (no operativo; no usar como ID COL) | FIN DEL TOMO | Requiere ficha completa | U-xxxx pendiente | SZ/contenedor pendiente |
| IDX-COLEC-0010 (no operativo; no usar como ID COL) | COMPLEMENTO OFICIAL PRIMA - JUEGO BASE | Requiere ficha completa | U-xxxx pendiente | SZ/contenedor pendiente |

### Corrección crítica pendiente
El Tomo 09 debe crecer antes de maquetación final. En esta versión queda protegido como fuente principal, pero todavía necesita completar IDs, ubicación exacta, subzona, contenedor/terminal/alijo y efecto jugable de cada coleccionable.


Fuente base: `main/ATLAS_DEL_YERMO_EDICION_MISIONES_WIKI.txt`
Fecha de extracción: 2026-06-11

Nota editorial:
- Este tomo sale de las secciones `7. PERKS, REVISTAS, CABEZONES, HOLOCINTAS, NOTAS Y TERMINALES`, `PARTE VI - COLECCIONABLES Y OBJETOS ÚNICOS` y `PARTE VII - COLECCIONABLES, RUTAS Y APÉNDICES DE SUPERVIVENCIA` del Atlas del Yermo.
- Se prioriza uso en mesa y consulta: qué buscar, dónde buscarlo, qué efecto tiene, qué riesgo implica y con qué tomo cruza.
- No se copia el árbol completo de perks porque pertenece mejor a un tomo de progresión/builds. Aquí solo se conserva la relación de coleccionables con progreso permanente.


## ÍNDICE OPERATIVO

Tipos de coleccionable:
| Tipo | Uso | Prioridad |
| --- | --- | --- |
| Bobbleheads / Cabezones | Mejoras permanentes de SPECIAL o habilidades | Muy alta |
| Revistas | Perks pasivos, desbloqueos, pinturas, minijuegos o colección | Muy alta |
| Holocintas | Historia, misión, acceso, programa o minijuego | Alta |
| Notas y documentos | Lore, pistas, contraseñas, tesoros y misiones menores | Media-alta |
| Terminales | Lore, puertas, torretas, robots, seguridad y decisiones | Alta |
| Llaves y contraseñas | Acceso a puertas, cajas, terminales o rutas | Alta |

Regla de lectura:
| Pregunta | Respuesta que debe dar cada ficha |
| --- | --- |
| ¿Dónde está? | Ubicación general y punto exacto si el Atlas lo registra. |
| ¿Qué desbloquea? | Efecto, perk, historia, acceso, misión o recompensa. |
| ¿Qué riesgo tiene? | Enemigo dominante, requisito, cerradura, terminal, ruta o facción. |
| ¿Con qué cruza? | Misiones, ubicaciones, facciones, equipo o asentamientos. |


## RUTA GENERAL DE COLECCIÓN

Orden recomendado:
1. Recoger coleccionables que estén dentro de misiones principales cuando pases por allí.
2. Priorizar cabezones de SPECIAL y habilidades que afecten tu build.
3. Recoger revistas por región, no por serie global, para evitar viajes largos.
4. Guardar holocintas de misión, acceso o anulación aunque no parezcan útiles al momento.
7. En limpieza final, usar el tomo de ubicaciones para revisar zonas con terminales, notas y llaves.

Ruta por etapa:
| Etapa | Objetivo | Ejemplos |
| --- | --- | --- |
| Inicio | Coleccionables de paso | Perception Bobblehead, holocintas de Vault 111, notas de Concord |
| Boston temprano | Historia urbana y revistas | Vault 114, Diamond City, Goodneighbor, Boston Public Library |
| Medio juego | Cabezones peligrosos | Saugus Ironworks, Dunwich Borers, Pickman Gallery, Trinity Tower |
| Facciones | Holocintas y terminales clave | Railroad, Brotherhood, Institute, PAM, Courser chip |


## BOBBLEHEADS / CABEZONES

Referencia rápida:
| Cabezón | Ubicación | Punto exacto | Efecto |
| --- | --- | --- | --- |
| Fuerza | Mass Fusion Building | Sobre estatua alta | Fuerza +1 |
| Percepción | Museo de la Libertad | Mesa junto a Preston | Percepción +1 |
| Resistencia | Poseidon Energy | Zona superior/interior | Resistencia +1 |
| Carisma | Parsons State Insane Asylum | Oficina de Cabot | Carisma +1 |
| Inteligencia | Boston Public Library | Sala mecánica/terminales | Inteligencia +1 |
| Agilidad | Wreck of FMS Northern Star | Proa/barco | Agilidad +1 |
| Suerte | Spectacle Island | Barco/locker | Suerte +1 |
| Trueque | Longneck Lukowski's Cannery | Oficina superior | Mejores precios |
| Armas grandes | Vault 95 | Zona residencial/radio | Daño pesado |
| Armas de energía | Fort Hagen | Cocina/command center | Daño energía |
| Explosivos | Saugus Ironworks | Zona jefe | Daño explosivo |
| Ganzúa | Pickman Gallery | Última cámara | Mejor ganzúa |
| Medicina | Vault 81 | Zona secreta | Mejor curación |
| Cuerpo a cuerpo | Trinity Tower | Celda superior | Daño melee |
| Reparación | Corvega Assembly Plant | Pasarela exterior | Núcleos duran más |
| Ciencia | Vault 75 / Malden Middle School | Oficina/laboratorio | Hackeo mejor |
| Armas pequeñas | Gunners Plaza | Sala broadcast | Daño balístico |
| Sigilo | Dunwich Borers | Zona profunda | Mejor sigilo |
| Conversación | Vault 114 / Park Street Station | Oficina supervisor | Mejor diálogo |
| Desarmado | Atom Cats Garage | Sobre coche oxidado | Daño sin armas |

Ficha base de cabezón:
| Campo | Uso |
| --- | --- |
| Requisito | Acceso a la ubicación; puede requerir combate, ganzúa, hackeo o misión previa. |
| Perdible | Normalmente no, pero conviene recogerlo cuando pases por la zona. |
| Riesgo | Usar el tomo de ubicaciones para enemigo dominante y ruta de retirada. |
| Uso RPG | Mejora permanente, recompensa de exploración y marcador de dominio regional. |

Prioridad por build:
| Build | Cabezones prioritarios |
| --- | --- |
| Social / líder | Carisma, Conversación, Trueque, Inteligencia |
| Sigilo / VATS | Agilidad, Suerte, Percepción, Sigilo, Armas pequeñas |
| Técnico / hacker | Inteligencia, Ciencia, Reparación, Armas de energía |
| Melee / tanque | Fuerza, Resistencia, Cuerpo a cuerpo, Desarmado |
| Explosivos / pesado | Explosivos, Armas grandes, Reparación, Resistencia |


## REVISTAS CON EFECTO

Series principales:
| Revista | Cantidad | Efecto general | Ubicación general |
| --- | ---: | --- | --- |
| Astoundingly Awesome Tales | 14 | Bonos variados | Cómics, refugios, bases, ruinas |
| Grognak the Barbarian | 10 | Melee/críticos | Hubris Comics y otras zonas |
| Guns and Bullets | 10 | Daño crítico balístico | Bases militares/criminales |
| Live & Love | 9 | Compañeros/social | Zonas sociales y urbanas |
| Massachusetts Surgical Journal | 9 | Daño a extremidades | Hospitales/laboratorios |
| Tales of a Junktown Jerky Vendor | 8 | Mejores precios | Comercios/asentamientos |
| Tesla Science | 9 | Energía/tecnología | Laboratorios/instalaciones |
| Tumblers Today | 5 | Ganzúa | Zonas con cerraduras/seguridad |
| U.S. Covert Operations Manual | 10 | Sigilo | Bases militares |
| Unstoppables | 5 | Evitar daño | Lugares heroicos/cómics |
| Wasteland Survival Guide | 9 | Supervivencia | Zonas de exploración |
| RobCo Fun | 5 | Minijuegos | Terminales/revistas especiales |
| Hot Rodder | 3 | Pinturas de servoarmadura | Garajes/talleres |
| La Coiffe | 2 | Peinados | Zonas urbanas |
| Picket Fences | 5 | Construcción | Casas/talleres |
| Total Hack | 3 | Programas de anulación | Tecnología/seguridad |
| Taboo Tattoos | 5 | Tatuajes | Lugares urbanos/raider |
| You're SPECIAL! | 1 | Punto SPECIAL temprano | Sanctuary Hills |

Dónde buscar revistas:
| Lugar | Señal |
| --- | --- |
| Mesas y escritorios | Oficinas, bibliotecas, laboratorios, clínicas |
| Mostradores | Tiendas, bares, puestos de servicio |
| Habitaciones cerradas | Puertas con llave, terminales, cajas fuertes |
| Zonas de jefe | Sala final, oficina del líder, altar, escenario |
| Talleres | Garajes, fábricas, estaciones de servoarmadura |

Uso en mesa:
- Las revistas convierten cultura prebéllica en ventaja permanente.
- Si una ubicación tiene revista, debe tratarse como recompensa de exploración, no como decoración.
- Para rol, una revista puede funcionar como pista visual: cómic, manual técnico, publicación médica, manual encubierto o guía de supervivencia.


## HOLOCINTAS

Definición:
Las holocintas son registros de audio, texto, programas o minijuegos. Sirven para contar historias ambientales, activar misiones, dar pistas, abrir sistemas o profundizar en personajes.

Holocintas principales detectadas en el Atlas:
| Grupo | Ejemplos | Uso |
| --- | --- | --- |
| Historia principal | Datos del chip del Courser, Holocinta de Shaun, Secuencia de apuntado del relé del Instituto | Avanzar historia y tecnología principal |
| Ferrocarril | Informe Augusta, Informe Blackbird, Escáner de red, Programa de desencriptado de P.A.M., actualizaciones Randolph | Operaciones, refugios, claves y espionaje |
| Hermandad | Registro del iniciado Clarke, holocintas de Brandis, Astlin, Lucia, Faris, Haylen, Hart, Murnahan, Reise | Patrullas perdidas, disciplina militar y misiones |
| Vault-Tec | Entrevistas Vault 114, registros Vault 75, terminales/holocintas de refugios | Experimentos, crítica social y acceso |
| Dunwich | Dunwich: la lucha de Hugo, administración, Tim dispara | Horror ambiental y misterio |
| Eddie Winter | Holocintas de Eddie Winter 0-9 | Colección criminal ligada a Nick |
